year,annex2_OWID,annex1_OWID,nona1_OWID,annex2_PRIMAP,annex1_PRIMAP,nona1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,nona1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,nona1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,nona1_GCP_OSCAR,annex2_GCP_LUCE,annex1_GCP_LUCE,nona1_GCP_LUCE,annex2_EDGAR,annex1_EDGAR,nona1_EDGAR,annex2_ClimateWatch,annex1_ClimateWatch,nona1_ClimateWatch
1866,425.392,445.530,3.537,444.340,465.151,1.141,425.392,445.530,3.537,,,,,,,,,,,,,,,
1867,455.198,477.720,3.094,476.276,499.548,1.268,455.198,477.720,3.094,,,,,,,,,,,,,,,
1868,466.611,491.185,3.308,488.532,513.918,1.300,466.611,491.185,3.308,,,,,,,,,,,,,,,
1869,494.716,521.457,3.274,517.411,545.068,1.559,494.716,521.457,3.274,,,,,,,,,,,,,,,
1870,504.070,532.799,3.325,527.908,557.635,1.732,504.070,532.799,3.325,,,,,,,,,,,,,,,
1871,532.791,566.163,3.614,558.337,592.846,2.062,532.791,566.163,3.614,,,,,,,,,,,,,,,
1872,590.577,626.553,4.408,619.195,656.396,2.215,590.577,626.553,4.408,,,,,,,,,,,,,,,
1873,627.636,665.779,4.688,657.924,697.361,2.293,627.635,665.779,4.688,,,,,,,,,,,,,,,
1874,581.888,623.380,5.282,609.186,652.191,2.561,581.888,623.380,5.282,,,,,,,,,,,,,,,
1875,633.494,676.133,4.915,664.917,709.158,2.798,633.494,676.133,4.915,,,,,,,,,,,,,,,
1876,633.964,685.562,5.020,665.891,719.857,3.128,633.964,685.562,5.020,,,,,,,,,,,,,,,
1877,647.734,699.162,4.871,680.289,734.114,3.210,647.734,699.162,4.871,,,,,,,,,,,,,,,
1878,646.902,702.582,7.067,678.654,736.985,3.709,646.902,702.582,7.067,,,,,,,,,,,,,,,
1879,693.403,752.640,7.155,728.459,790.548,3.674,693.403,752.640,7.155,,,,,,,,,,,,,,,
1880,787.756,850.247,7.981,831.269,896.803,4.208,787.756,850.247,7.981,,,,,,,,,,,,,,,
1881,815.392,879.853,8.319,856.412,924.068,4.294,815.392,879.853,8.319,,,,,,,,,,,,,,,
1882,862.444,929.265,8.893,906.864,977.008,4.800,862.444,929.265,8.893,,,,,,,,,,,,,,,
1883,914.636,988.192,9.671,961.882,1039.061,5.406,914.636,988.192,9.671,,,,,,,,,,,,,,,
1884,923.023,999.204,10.558,971.203,1051.135,5.821,923.023,999.204,10.558,,,,,,,,,,,,,,,
1885,926.500,1006.731,10.758,976.273,1060.520,5.841,926.500,1006.731,10.758,,,,,,,,,,,,,,,
1886,939.666,1022.164,10.823,989.562,1076.271,6.269,939.666,1022.164,10.823,,,,,,,,,,,,,,,
1887,986.875,1072.134,12.149,1038.939,1128.653,8.014,986.875,1072.134,12.149,,,,,,,,,,,,,,,
1888,1095.025,1187.414,13.927,1152.984,1250.148,8.371,1095.025,1187.414,13.927,,,,,,,,,,,,,,,
1889,1086.749,1185.948,16.150,1145.888,1250.171,10.297,1086.749,1185.948,16.150,,,,,,,,,,,,,,,
1890,1184.876,1291.053,16.202,1249.345,1361.032,11.061,1184.876,1291.053,16.202,,,,,,,,,,,,,,,
1891,1237.676,1351.584,18.015,1305.387,1425.208,12.180,1237.676,1351.584,18.015,,,,,,,,,,,,,,,
1892,1246.539,1360.430,20.106,1314.862,1434.749,14.156,1246.539,1360.430,20.106,,,,,,,,,,,,,,,
1893,1218.284,1340.285,22.895,1287.697,1416.162,17.506,1218.284,1340.285,22.895,,,,,,,,,,,,,,,
