measure,year,annex2_OWID,annex1_OWID,non_annex1_OWID,annex2_PRIMAP,annex1_PRIMAP,non_annex1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,non_annex1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,non_annex1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,non_annex1_GCP_OSCAR,annex2_GMST,annex1_GMST
ghg_excLUC,2008,12822.440,16559.697,19612.766,14235.392,18233.544,24017.879,,,,,,,,,,50.186,64.822
ghg_excLUC,2009,11945.429,15450.622,20147.199,13360.969,17085.629,24621.038,,,,,,,,,,49.764,64.270
ghg_excLUC,2010,12267.410,15929.107,21555.933,13695.190,17560.033,25880.048,,,,,,,,,,49.310,63.686
ghg_excLUC,2011,12041.381,15818.935,22990.006,13434.759,17404.231,27402.532,,,,,,,,,,48.804,63.055
ghg_excLUC,2012,11833.886,15621.684,23735.893,13206.077,17175.864,28204.866,,,,,,,,,,48.288,62.423
ghg_excLUC,2013,11921.143,15603.499,24051.051,13331.630,17188.449,28629.203,,,,,,,,,,47.794,61.817
ghg_excLUC,2014,11766.173,15403.626,24496.273,13161.575,16961.733,29268.339,,,,,,,,,,47.312,61.229
ghg_excLUC,2015,11588.035,15212.561,24587.428,12977.354,16735.429,29718.655,,,,,,,,,,46.850,60.668
ghg_excLUC,2016,11369.508,15044.371,24743.116,12745.261,16550.843,30139.285,,,,,,,,,,46.400,60.133
ghg_excLUC,2017,11325.460,15085.261,25370.645,12706.203,16590.070,31028.533,,,,,,,,,,45.948,59.600
ghg_excLUC,2018,11412.570,15244.098,26095.018,12791.475,16746.101,31637.839,,,,,,,,,,45.491,59.062
ghg_excLUC,2019,11146.928,14929.248,26848.479,12446.253,16332.204,32109.751,,,,,,,,,,45.029,58.518
ghg_excLUC,2020,10110.067,13754.537,26317.035,11410.818,15174.106,31736.900,,,,,,,,,,44.586,58.004
ghg_excLUC,2021,10645.296,14459.230,27464.456,11897.639,15817.947,33014.620,,,,,,,,,,44.145,57.488
ghg_excLUC,2022,10589.180,14289.320,28377.310,11794.931,15567.946,33544.575,,,,,,,,,,43.693,56.949
ghg_excLUC,2023,10231.641,13959.637,29295.152,11380.540,15122.355,34525.696,,,,,,,,,,43.241,56.413
ghg_excLUC,2024,10139.766,13930.996,29763.416,8641.151,11449.105,24074.701,,,,,,,,,,42.798,55.891
ghg_incLUC,1850,1550.641,2325.845,1967.466,1549.270,2081.865,1650.774,,,,,,,,,,,
ghg_incLUC,1851,1599.614,2376.348,2032.821,1560.063,2095.452,1618.228,,,,,,,,,,39.592,58.146
ghg_incLUC,1852,1630.719,2447.128,2076.583,1811.682,2351.276,1585.489,,,,,,,,,,39.462,58.249
ghg_incLUC,1853,1683.136,2475.421,2085.978,1856.217,2399.478,1550.994,,,,,,,,,,39.752,58.376
ghg_incLUC,1854,1755.030,2574.758,2079.231,1933.391,2480.753,1516.010,,,,,,,,,,40.186,58.776
ghg_incLUC,1855,1775.259,2601.394,2118.618,1969.323,2521.239,1479.527,,,,,,,,,,40.424,58.975
ghg_incLUC,1856,1806.851,2640.920,2123.642,2018.929,2575.095,1474.922,,,,,,,,,,40.637,59.168
ghg_incLUC,1857,1832.535,2679.446,2143.342,2049.892,2610.066,1471.382,,,,,,,,,,40.802,59.330
ghg_incLUC,1858,1863.287,2714.254,2140.780,2079.509,2644.170,1468.466,,,,,,,,,,40.973,59.501
ghg_incLUC,1859,1914.287,2773.463,2152.288,2125.918,2693.616,1466.165,,,,,,,,,,41.180,59.695
ghg_incLUC,1860,1891.387,2720.110,1986.999,2184.927,2756.895,1462.833,,,,,,,,,,41.520,60.044
ghg_incLUC,1861,1845.785,2678.775,1924.650,2225.877,2814.954,1471.184,,,,,,,,,,41.801,60.385
ghg_incLUC,1862,1854.298,2681.595,1861.347,2046.131,2612.719,1472.535,,,,,,,,,,42.097,60.750
ghg_incLUC,1863,1884.812,2701.839,1846.817,2073.583,2646.711,1474.897,,,,,,,,,,42.405,61.096
ghg_incLUC,1864,1901.061,2759.312,1854.084,2108.384,2686.870,1478.100,,,,,,,,,,42.662,61.436
ghg_incLUC,1865,1907.232,2749.639,1820.993,2138.550,2722.472,1482.015,,,,,,,,,,42.926,61.763
ghg_incLUC,1866,1913.980,2797.152,1811.169,2157.080,2746.192,1483.317,,,,,,,,,,43.157,62.099
ghg_incLUC,1867,1963.202,2801.723,1800.805,2187.600,2781.899,1484.469,,,,,,,,,,43.428,62.411
ghg_incLUC,1868,1967.298,2824.998,1786.752,2198.387,2797.360,1485.141,,,,,,,,,,43.674,62.716
ghg_incLUC,1869,1982.739,2850.403,1794.967,2229.068,2832.974,1485.343,,,,,,,,,,43.900,63.003
ghg_incLUC,1870,2234.287,3172.570,1847.261,2237.549,2846.137,1488.076,,,,,,,,,,44.193,63.355
ghg_incLUC,1871,2381.453,3303.386,1851.593,2279.272,2886.815,1572.917,,,,,,,,,,44.552,63.716
ghg_incLUC,1872,2515.050,3487.597,1913.337,2653.166,3266.895,1596.730,,,,,,,,,,44.907,64.071
ghg_incLUC,1873,2635.826,3599.435,1915.471,2729.153,3348.981,1617.767,,,,,,,,,,45.294,64.425
ghg_incLUC,1874,2648.767,3656.343,1932.394,2704.451,3332.200,1628.766,,,,,,,,,,45.593,64.730
ghg_incLUC,1875,2753.061,3752.660,1936.496,2794.051,3427.393,1642.667,,,,,,,,,,45.918,65.032
ghg_incLUC,1876,2801.303,3827.312,1947.998,2822.492,3472.448,1654.582,,,,,,,,,,46.207,65.313
ghg_incLUC,1877,2873.701,3914.822,1984.690,2867.355,3521.003,1666.065,,,,,,,,,,46.480,65.569
ghg_incLUC,1878,2923.938,3989.242,1989.842,2893.461,3555.821,1678.804,,,,,,,,,,46.732,65.813
ghg_incLUC,1879,3028.489,4112.235,1996.676,2974.874,3644.735,1690.451,,,,,,,,,,46.991,66.060
ghg_incLUC,1880,3050.115,4162.437,2105.443,3112.926,3789.699,1701.109,,,,,,,,,,47.193,66.246
ghg_incLUC,1881,3008.849,4129.384,2168.947,3161.730,3844.066,1826.038,,,,,,,,,,47.337,66.377
ghg_incLUC,1882,3081.962,4223.649,2225.219,3019.146,3707.279,1866.740,,,,,,,,,,47.471,66.490
ghg_incLUC,1883,3170.870,4332.617,2257.970,3078.107,3777.096,1901.113,,,,,,,,,,47.606,66.603
ghg_incLUC,1884,3165.835,4355.270,2266.183,3085.442,3790.928,1932.241,,,,,,,,,,47.706,66.697
ghg_incLUC,1885,3151.668,4362.042,2286.303,3088.788,3802.522,1959.659,,,,,,,,,,47.772,66.769
ghg_incLUC,1886,3168.941,4368.158,2305.380,3102.534,3822.927,1979.952,,,,,,,,,,47.827,66.822
ghg_incLUC,1887,3258.677,4450.287,2353.305,3148.506,3876.631,1997.865,,,,,,,,,,47.890,66.864
ghg_incLUC,1888,3369.697,4583.913,2355.055,3265.491,4005.823,2012.204,,,,,,,,,,47.978,66.928
ghg_incLUC,1889,3342.488,4579.641,2408.792,3249.717,4001.769,2027.317,,,,,,,,,,48.025,66.960
ghg_incLUC,1890,3545.456,4901.256,2509.694,3359.505,4125.081,2044.554,,,,,,,,,,48.076,67.013
ghg_incLUC,1891,3640.021,5026.579,2558.689,3411.937,4191.452,2050.028,,,,,,,,,,48.127,67.067
ghg_incLUC,1892,3646.808,5050.644,2537.399,3474.195,4258.087,2061.204,,,,,,,,,,48.167,67.118
ghg_incLUC,1893,3653.160,5065.511,2553.304,3448.467,4246.730,2072.264,,,,,,,,,,48.189,67.156
ghg_incLUC,1894,3718.372,5186.407,2589.406,3514.809,4319.593,2137.722,,,,,,,,,,48.214,67.203
ghg_incLUC,1895,3801.454,5263.046,2609.387,3608.399,4430.276,2158.329,,,,,,,,,,48.250,67.251
ghg_incLUC,1896,3865.415,5336.766,2620.540,3660.132,4492.657,2174.999,,,,,,,,,,48.295,67.301
ghg_incLUC,1897,3952.967,5459.826,2665.392,3740.026,4590.208,2193.657,,,,,,,,,,48.340,67.354
ghg_incLUC,1898,4053.637,5595.691,2659.819,3824.437,4694.529,2214.139,,,,,,,,,,48.400,67.423
ghg_incLUC,1899,4237.487,5794.281,2689.063,3995.291,4883.240,2231.507,,,,,,,,,,48.486,67.508
ghg_incLUC,1900,4329.449,5937.617,2707.258,4105.415,5010.715,2245.497,,,,,,,,,,48.567,67.598
ghg_incLUC,1901,4358.030,6043.115,2813.008,4162.352,5089.853,2497.807,,,,,,,,,,48.617,67.671
ghg_incLUC,1902,4426.931,6127.194,2843.695,4105.310,5035.357,2639.812,,,,,,,,,,48.669,67.743
ghg_incLUC,1903,4618.206,6363.970,2868.727,4295.352,5235.548,2779.070,,,,,,,,,,48.747,67.835
ghg_incLUC,1904,4667.554,6456.298,2930.640,4281.822,5241.065,2913.041,,,,,,,,,,48.813,67.920
ghg_incLUC,1905,4831.717,6668.648,2929.677,4426.224,5389.605,3039.693,,,,,,,,,,48.905,68.027
ghg_incLUC,1906,4925.498,6805.838,3004.758,4508.286,5499.794,3204.563,,,,,,,,,,48.992,68.130
ghg_incLUC,1907,5277.238,7218.908,3005.084,4849.120,5873.002,3269.093,,,,,,,,,,49.128,68.274
ghg_incLUC,1908,5144.056,7125.621,3035.250,4696.480,5735.924,3335.516,,,,,,,,,,49.213,68.387
ghg_incLUC,1909,5280.554,7311.056,3078.139,4803.197,5859.580,3377.464,,,,,,,,,,49.308,68.509
ghg_incLUC,1910,5392.825,7125.153,3237.215,4957.430,6015.697,3419.011,,,,,,,,,,49.430,68.582
ghg_incLUC,1911,5419.412,7074.599,3328.791,4983.632,6054.156,3244.402,,,,,,,,,,49.546,68.626
ghg_incLUC,1912,5502.066,7151.762,3340.302,5054.449,6156.839,3192.216,,,,,,,,,,49.669,68.673
ghg_incLUC,1913,5757.600,7345.092,3420.215,5310.937,6452.986,3104.933,,,,,,,,,,49.828,68.725
ghg_incLUC,1914,5453.286,6943.073,3483.086,4970.436,6074.691,3080.014,,,,,,,,,,49.929,68.717
ghg_incLUC,1915,5378.506,6801.038,3520.109,4919.386,6014.124,3058.820,,,,,,,,,,50.016,68.685
ghg_incLUC,1916,5606.062,7059.305,3552.828,5154.401,6276.575,3098.030,,,,,,,,,,50.123,68.667
ghg_incLUC,1917,5749.306,7116.924,3609.440,5287.666,6410.596,3141.257,,,,,,,,,,50.250,68.642
ghg_incLUC,1918,5798.709,6994.546,3638.597,5309.577,6334.594,3176.529,,,,,,,,,,50.394,68.594
ghg_incLUC,1919,5358.148,6412.878,3699.377,4877.551,5784.837,3235.069,,,,,,,,,,50.477,68.481
ghg_incLUC,1920,5814.090,7087.668,3993.325,5313.138,6303.149,3303.928,,,,,,,,,,50.562,68.380
ghg_incLUC,1921,5340.720,6672.986,4147.040,4765.986,5766.079,3528.718,,,,,,,,,,50.553,68.216
ghg_incLUC,1922,5530.373,6881.956,4214.421,4866.368,5878.260,3612.304,,,,,,,,,,50.557,68.063
ghg_incLUC,1923,5991.664,7391.196,4340.823,5349.270,6360.643,3697.458,,,,,,,,,,50.593,67.932
ghg_incLUC,1924,5966.780,7319.413,4405.653,5317.314,6356.730,3779.569,,,,,,,,,,50.622,67.790
ghg_incLUC,1925,6018.636,7453.929,4459.658,5347.205,6394.071,3836.393,,,,,,,,,,50.632,67.648
ghg_incLUC,1926,5894.773,7383.923,4497.333,5223.150,6334.176,3874.108,,,,,,,,,,50.611,67.494
ghg_incLUC,1927,6201.120,7746.219,4554.307,5719.087,6889.663,3915.463,,,,,,,,,,50.604,67.355
ghg_incLUC,1928,6146.359,7720.253,4640.324,5656.507,6855.015,3971.680,,,,,,,,,,50.583,67.210
ghg_incLUC,1929,6412.660,8088.224,4682.614,6042.528,7280.575,4028.142,,,,,,,,,,50.573,67.083
ghg_incLUC,1930,5942.415,7805.951,4695.493,5917.590,7188.920,4072.144,,,,,,,,,,50.489,66.935
ghg_incLUC,1931,5447.222,7416.046,4740.846,5404.728,6715.733,4128.745,,,,,,,,,,50.339,66.759
ghg_incLUC,1932,5005.739,7028.228,4821.252,4620.198,5939.151,4176.793,,,,,,,,,,50.130,66.545
ghg_incLUC,1933,5121.256,7163.995,4857.436,4738.456,6084.832,4240.362,,,,,,,,,,49.924,66.338
ghg_incLUC,1934,5342.036,7466.749,4970.315,4943.654,6351.817,4308.180,,,,,,,,,,49.737,66.154
ghg_incLUC,1935,5420.126,7632.797,4973.987,5057.762,6505.672,4396.765,,,,,,,,,,49.552,65.985
ghg_incLUC,1936,5746.728,8088.304,5105.690,5367.426,6872.423,4530.965,,,,,,,,,,49.373,65.833
ghg_incLUC,1937,5969.501,8340.433,5189.296,5546.139,7066.615,4631.957,,,,,,,,,,49.204,65.690
ghg_incLUC,1938,5631.919,8068.974,5244.495,5191.951,6741.762,4696.697,,,,,,,,,,48.993,65.531
ghg_incLUC,1939,5840.942,8282.494,5302.664,5427.959,6972.058,4785.302,,,,,,,,,,48.810,65.395
ghg_incLUC,1940,6057.268,8406.864,5770.559,5542.533,7299.487,4852.219,,,,,,,,,,48.606,65.223
ghg_incLUC,1941,6264.692,8426.917,6081.016,5727.651,7360.627,4909.682,,,,,,,,,,48.442,65.042
ghg_incLUC,1942,6471.548,8350.912,6227.709,5976.691,7474.736,4956.140,,,,,,,,,,48.311,64.849
ghg_incLUC,1943,6563.650,8402.111,6374.235,6015.075,7601.091,5097.483,,,,,,,,,,48.170,64.644
ghg_incLUC,1944,6584.036,8388.579,6515.723,5987.237,7511.655,5252.990,,,,,,,,,,48.028,64.432
ghg_incLUC,1945,5891.147,7481.846,6618.287,5232.808,6547.575,5362.652,,,,,,,,,,47.850,64.165
ghg_incLUC,1946,6125.514,7755.263,6792.272,5513.809,6936.486,5881.740,,,,,,,,,,47.681,63.901
ghg_incLUC,1947,6642.031,8283.819,6946.194,6127.929,7637.922,6044.902,,,,,,,,,,47.546,63.663
ghg_incLUC,1948,6932.881,8556.483,7011.129,6408.135,7964.370,6149.431,,,,,,,,,,47.444,63.451
ghg_incLUC,1949,6582.429,8232.922,7135.498,6058.836,7719.438,6308.846,,,,,,,,,,47.304,63.216
ghg_incLUC,1950,7105.400,9052.238,7988.019,6587.418,8330.821,6289.164,,,,,,,,,,47.159,62.973
ghg_incLUC,1951,7403.802,9564.940,8573.891,7113.192,9317.392,6715.708,,,,,,,,,,47.012,62.727
ghg_incLUC,1952,7394.840,9699.034,8676.496,6953.845,9324.043,6990.249,,,,,,,,,,46.867,62.497
ghg_incLUC,1953,7506.193,9952.046,8840.488,7022.359,9553.826,7053.720,,,,,,,,,,46.716,62.272
ghg_incLUC,1954,7496.509,10123.982,9341.657,7047.928,9767.583,7328.425,,,,,,,,,,46.534,62.025
ghg_incLUC,1955,7951.769,10789.408,9707.978,7502.765,10457.197,7678.192,,,,,,,,,,46.353,61.782
ghg_incLUC,1956,8264.793,11275.028,9904.780,7890.941,11071.411,7941.290,,,,,,,,,,46.176,61.553
ghg_incLUC,1957,8324.800,11519.003,10273.614,7948.815,11370.934,8178.206,,,,,,,,,,45.977,61.315
ghg_incLUC,1958,8167.180,11497.611,10591.391,7957.952,11574.750,8556.499,,,,,,,,,,45.763,61.069
ghg_incLUC,1959,8252.569,11992.005,11234.089,7979.769,11464.530,8906.066,,,,,,,,,,45.500,60.793
ghg_incLUC,1960,8525.470,12105.671,10714.764,8322.824,11919.210,9095.023,,,,,,,,,,45.292,60.554
ghg_incLUC,1961,8599.730,12265.846,10690.520,8455.058,12119.944,9305.275,,,,,,,,,,45.094,60.338
ghg_incLUC,1962,8955.973,12458.481,10450.813,8836.850,12631.050,9286.868,,,,,,,,,,44.933,60.159
ghg_incLUC,1963,9232.987,12879.036,10519.512,9270.531,13233.602,9522.163,,,,,,,,,,44.783,59.997
ghg_incLUC,1964,9570.467,13286.556,10498.400,9643.019,13756.813,9738.818,,,,,,,,,,44.655,59.856
ghg_incLUC,1965,9853.641,13646.052,10535.766,9967.133,14208.742,10076.524,,,,,,,,,,44.539,59.734
ghg_incLUC,1966,10099.212,13954.908,10550.011,10423.724,14784.148,10446.643,,,,,,,,,,44.428,59.614
ghg_incLUC,1967,10892.242,14885.298,10419.720,10785.081,15238.200,10465.719,,,,,,,,,,44.348,59.525
ghg_incLUC,1968,11447.434,15616.718,10557.741,11277.314,15802.995,10539.215,,,,,,,,,,44.281,59.449
ghg_incLUC,1969,11668.790,15917.130,11927.900,11904.408,16540.193,10935.757,,,,,,,,,,44.182,59.318
ghg_incLUC,1970,12039.523,16545.332,12339.508,12435.165,17129.993,11468.986,,,,,,,,,,44.058,59.168
ghg_incLUC,1971,12184.334,16707.112,12217.963,12326.415,17115.122,11477.143,,,,,,,,,,43.946,59.037
ghg_incLUC,1972,12487.412,17155.807,12946.379,12768.758,17704.847,11659.408,,,,,,,,,,43.823,58.892
ghg_incLUC,1973,12918.000,17781.893,13172.752,13227.264,18296.351,12115.494,,,,,,,,,,43.697,58.748
ghg_incLUC,1974,12679.605,17683.400,13320.019,12938.991,18098.866,12271.073,,,,,,,,,,43.564,58.609
ghg_incLUC,1975,12335.092,17506.486,13482.918,12536.319,17877.756,12602.622,,,,,,,,,,43.415,58.469
ghg_incLUC,1976,12841.451,18224.866,13718.549,13149.371,18671.108,13100.183,,,,,,,,,,43.271,58.338
ghg_incLUC,1977,13082.070,18598.952,14527.929,13227.078,18870.391,13486.758,,,,,,,,,,43.113,58.189
ghg_incLUC,1978,13154.111,18845.444,14955.882,13486.940,19276.017,13860.381,,,,,,,,,,42.948,58.040
ghg_incLUC,1979,13438.104,19117.071,14682.716,13795.673,19613.164,14149.729,,,,,,,,,,42.814,57.923
ghg_incLUC,1980,13179.019,19122.405,14713.675,13409.077,19350.901,14089.219,,,,,,,,,,42.680,57.823
ghg_incLUC,1981,12710.738,18391.236,14560.887,13018.560,18823.841,14120.948,,,,,,,,,,42.552,57.724
ghg_incLUC,1982,12246.287,18048.565,14620.400,12535.826,18425.731,15106.401,,,,,,,,,,42.403,57.612
ghg_incLUC,1983,12218.709,18083.766,15125.017,12464.137,18413.732,15560.826,,,,,,,,,,42.237,57.482
ghg_incLUC,1984,12426.436,18365.353,16070.306,12718.942,18735.655,16137.922,,,,,,,,,,42.056,57.333
ghg_incLUC,1985,12472.437,18705.612,16859.393,12763.719,19030.951,16633.282,,,,,,,,,,41.864,57.177
ghg_incLUC,1986,12350.242,18611.278,17480.020,12720.044,19058.894,17041.917,,,,,,,,,,41.664,57.015
ghg_incLUC,1987,12542.266,18798.812,17489.823,12955.128,19330.481,17495.942,,,,,,,,,,41.464,56.849
ghg_incLUC,1988,12852.850,19131.102,17717.401,13317.812,19696.288,18079.927,,,,,,,,,,41.264,56.681
ghg_incLUC,1989,13065.592,19183.046,17926.701,13533.435,19784.856,18507.540,,,,,,,,,,41.070,56.508
ghg_incLUC,1990,13567.904,19712.120,17852.914,12359.764,17237.502,15440.382,,,,,,,,,,40.907,56.366
ghg_incLUC,1991,13491.061,19277.761,18603.040,12198.771,16499.663,16181.271,,,,,,,,,,40.745,56.196
ghg_incLUC,1992,13522.205,18589.396,18858.056,12202.289,15824.740,16275.292,,,,,,,,,,40.601,56.007
ghg_incLUC,1993,13522.060,18278.926,19139.017,12223.611,15433.860,16683.197,,,,,,,,,,40.472,55.817
ghg_incLUC,1994,13674.412,17965.230,20691.273,12394.957,14986.862,14755.968,,,,,,,,,,40.330,55.574
ghg_incLUC,1995,13839.908,17977.053,20947.260,12565.604,14976.334,16035.243,,,,,,,,,,40.192,55.325
ghg_incLUC,1996,14139.195,18597.606,21390.793,12825.447,15432.814,15886.051,,,,,,,,,,40.052,55.077
ghg_incLUC,1997,14059.181,17971.185,23539.389,12841.267,15041.124,15774.951,,,,,,,,,,39.898,54.784
ghg_incLUC,1998,14144.731,17979.267,22144.786,12865.704,15244.956,16165.741,,,,,,,,,,39.781,54.532
ghg_incLUC,1999,14247.845,18043.091,22401.091,12956.491,14902.096,16551.744,,,,,,,,,,39.668,54.285
ghg_incLUC,2000,14590.567,18264.278,22515.535,13262.195,15297.981,16364.483,,,,,,,,,,39.553,54.031
ghg_incLUC,2001,14331.770,18038.996,22204.716,13092.569,15079.125,16773.487,,,,,,,,,,39.432,53.778
ghg_incLUC,2002,14364.741,17996.098,23410.516,13251.283,15254.338,17851.576,,,,,,,,,,39.300,53.506
ghg_incLUC,2003,14667.239,18473.633,25715.634,13364.656,15583.972,20248.031,,,,,,,,,,39.135,53.196
ghg_incLUC,2004,14741.705,18532.890,25870.444,13493.122,15335.023,22014.906,,,,,,,,,,38.975,52.890
ghg_incLUC,2005,14715.934,18584.278,26404.708,13476.358,15415.919,22204.801,,,,,,,,,,38.802,52.576
ghg_incLUC,2006,14292.000,18282.004,27917.295,13339.402,15367.998,22797.880,,,,,,,,,,38.607,52.243
ghg_incLUC,2007,14435.580,18569.150,28146.095,13476.138,15499.503,22937.248,,,,,,,,,,38.422,51.928
ghg_incLUC,2008,14223.795,18297.382,29348.888,13027.143,15141.920,23721.711,,,,,,,,,,38.225,51.599
ghg_incLUC,2009,13170.375,17220.520,30440.956,12185.001,13962.259,23758.166,,,,,,,,,,38.002,51.252
ghg_incLUC,2010,13746.319,18065.312,31517.054,12524.359,14443.476,24617.620,,,,,,,,,,37.775,50.907
ghg_incLUC,2011,13376.062,17565.225,33348.186,12180.875,14580.798,26777.878,,,,,,,,,,37.519,50.530
ghg_incLUC,2012,13174.028,17632.703,34132.990,11929.063,14736.448,27569.804,,,,,,,,,,37.252,50.159
ghg_incLUC,2013,13125.269,17384.100,34283.439,12110.896,14331.868,27878.397,,,,,,,,,,36.991,49.799
ghg_incLUC,2014,13018.089,17124.001,34939.535,11887.377,14240.411,28455.205,,,,,,,,,,36.733,49.444
ghg_incLUC,2015,12782.510,17155.285,34939.697,11805.423,14175.658,29732.958,,,,,,,,,,36.480,49.110
ghg_incLUC,2016,12637.306,17051.408,33937.006,11467.755,14015.956,29439.946,,,,,,,,,,36.242,48.804
ghg_incLUC,2017,12702.748,17168.691,34511.153,11487.383,13986.623,29973.045,,,,,,,,,,36.004,48.502
ghg_incLUC,2018,12716.783,17152.136,34964.719,11611.688,14319.224,30178.388,,,,,,,,,,35.768,48.203
ghg_incLUC,2019,12386.692,16741.491,35809.363,11306.420,14085.705,31086.961,,,,,,,,,,35.524,47.897
ghg_incLUC,2020,11344.105,15516.697,35065.239,10245.015,12704.348,30136.681,,,,,,,,,,35.279,47.595
ghg_incLUC,2021,11925.713,16310.692,36309.713,10688.113,13663.715,32096.237,,,,,,,,,,35.036,47.295
ghg_incLUC,2022,11837.419,16193.200,37302.514,10714.417,13085.792,33963.822,,,,,,,,,,34.785,46.983
ghg_incLUC,2023,11483.510,15874.977,38197.728,10210.924,12545.828,34525.696,,,,,,,,,,34.537,46.673
ghg_incLUC,2024,11369.645,15810.797,38602.845,8641.151,11449.105,24074.701,,,,,,,,,,34.289,46.369
